Chill rakh. Nahi to ‘mohan pyare’ nahi jaagega! | STD
Bas ik vadiya gaana banaa de yaara | DEL
Baaki tatti vi honge taa main o Speedy Record waaleya nu settle kar laanga | DEL
Bas ik gaana | DEL
Ik gaana  Hor ae anti drug concert vaaste the best rehna hai | DEL
Case vich vi help karega | DEL
Judge di permission ley lu ke tu nikal jaayi Manchester | DEL
Saare rockstar os hee clinic vich jaande ne | DEL
Mick Jagger Oasis haale munde | DEL
Number one jagah hai | STD
Mheene vich clean clun kaar dende ne | DEL
Keya si na Nahi ho reya matlab nahi ho reya | DEL
Bhenchodon Twaadi inspiration de chakkar vich saada munda jail ho aaya | DEL
Je hun naa vi leya taan bund vich chakku paa dyaanga | DEL
Main London jaana hai | DEL
Jhaantu saale Munde de goteyaan naal chimde paye hain | DEL
Pajo penchodon itthon | DEL
Main jaana hai | DEL
Bhenchodon roko onu | DEL
Khol darwajja Main London jaana hai | DEL
Tommy puttar hun tu kitthe jaana hai | DEL
kitthe nahi | DEL
judge decide karega | STD
Bas tu ae concert kar le | DEL
Main jaana hai | DEL
Bhenchod Mainu goli maarenga tu | DEL
Mainu Saale star banaaya tainu | DEL
Waiteri kaar rya si Birmingham vich | DEL
Tera peo bhenchod tur gaya si chhad chhud ke | DEL
Main teri pen da vyaah karaaya penchodaya | DEL
tu mainu goli maarenga Mainu | DEL
Chala goli penchod | DEL
Le dawaayi le le | STD
Le le bachche aaraam milega | STD
Kaun hai | STD
Ghabraao mat Madam | STD
Pulce aayi hai daaku nahi aaye | DEL
Is election mein daaru kambal nahi | STD
yeh baantne wale hain | STD
Truckon mein lad ke aa raha hai | DEL
Godown bhar rahe hain | STD
Full organised maamla hai | STD
Party worker baantenge pind pind jaa ke | DEL
Saale Pehelwan ki guddi pakad ke ghused doonga thaane mein | DEL
Ab yaa toh naukri jaayegi ya goli lagegi | STD
Aap dekh lo media mudia mein uchhalna hai toh | DEL
Shaayad fer maamla dabaana mushkil ho | STD
Aur aapka bhi naam chhap jaayega | STD
System mein reh ke kuchh karna aur | STD
baahar se ho halla karne mein jo | STD
farak hai na wo aapko isi case se samajh aa jaayega | STD
Sirf Pehelwan ko pakadne se kya hoga | STD
Hain ji | DEL
Har seat pe har shaher mein ek pehelwan baitha hai | STD
Pehelwan to sirf yeh drugs baant raha hai | STD
Pakadna toh unhe chahiye jo ye drugs bana rahe hain | STD
Unki factory ka pata lagao | STD
Wahaan raid | STD
Madam ye vardi dekhi hai meri | STD
Two star Kaun hota hai | STD
Commissioner Tuchcha sa hoon Meri kaun sunne | BOM
Tumne kaha ye maal election ke liye ban raha hai | STD
Toh koi political connection toh hoga na | STD
Connection Yeh politicalconnection nahi hai Madam | STD
yehi politics hai | STD
Jo aap log bhaashan dete ho pe narco politics yehi hai Wo | STD
Minister Brar sab ko cut jaata hai | STD
Kitne toh khud dealer hain | STD
Aise mein meri aapki kaun sunne wala hai | STD
Ek maheene mein election hai | STD
Is waqt state mein active hai aur powerful bhi | STD
Saath mein media se bhi pressure daalein toh unhe kuchh action toh lena hi hoga | STD
Par jo karna hai election ke pehle karna hoga | STD
Hum toh driver aadmi hain | EUP
Barotiwala mein hai na teri factory Himachal border par | STD
Chal ek gedi maar ke aate hain | DEL
Naukriya chali jaayegi Maharaj | EUP
Saharanpur se aaye thhe | STD
socha dus bees kamaa ke gaaon waapas chale jaayenge | STD
Wo bitiya ka saadi bhi karaana tha | EUP
Kahin company ka koi naam koi board boord kuchh nahi | DEL
Lagta nahi yehaan se maalkon ka pata chalega | DEL
Yeh saare chemicals lagte hain is drug ko banaane mein | STD
Sab aasaani se nahi milte | STD
Kuchh import hote hain | STD
Kuchh controlled hain | STD
Jaise ki opium India mein | STD
afeem legally sirf do jagah banti hai | STD
Ghazipur aur Malwa mein | STD
Government controlled Wahaan se maal sirf licenced pharmaceutical companies ko hi milta hai | STD
Matlab yaa toh koi pharma companies hain jo inhe supply kar rahi hai | STD
Yaa fir inhone koi front create kiya hai | STD
jiske naam pe yeh paperwork kar rahe hain | STD
Agar uska pata laga lo Sartaj toh | STD
Hello Madam main jatt buddhi haan | DEL
Jinni tafteesh mere se honi thi ho gayi | DEL
Kisi ki help le sakte ho | STD
Kiski Department mein toh kisi ko pata bhi lag gaya na | STD
Socho  Sartaj Koi toh milega | STD
Madam aap hi ko pata hain yeh chemical chumical | DEL
Tumhaara dimaag toh theek hai | DEL
Sawaal hi nahi uthata | STD
Shift bandh hogi tab jaayenge | STD
Ek do watchmen chhod ke koi nahi hota | STD
Yeh sab mera kaam nahi hai Sartaj | STD
Main ek doctor hoon lady hoon | STD
Madam Punjab ke saare gabru toh | DEL
suiyaan lagaa ke tight hain | DEL
Toh ladies ko hi kuchh karna padega na | STD
Aapne Balli ki jaan bachaayi hai | STD
Madam Aapko kuchh nahi hone dunga | STD
Tommy di gaddi vich Diet Coke rakhi ke nahi | STD
Drugs di maa di | DEL
Chalo Madam Yehi truck hai | STD
Dose chahiye Ramavtar laga raha hai peechhe ki taraf | STD
Saala double kar diya hai shift | STD
Jaanwar samajh rakha hai | STD
Ae lambe baal waala look try karin | DEL
aaj Suit karega | STD
Aaj rock kar deyin | DEL
Mere se nahi hona | BOM
Bas yaar Dilip Saari kalaakari aaj hi dikhaayega | HUM
Kat le bhenchod | DEL
Main samajhda haan veerey | DEL
Gaddi vich petrol nahi houga taa ki lun chalegi | DEL
Hor fer  saadi gaddi taa Hummer hai | DEL
Petrol vi jyaada peendi hai | DEL
Hun das Whos The Gabru | DEL
Twaadi Pulce twaadi government te | DEL
haath paiyr maar hi rhi hai | STD
Par main Punjab de ik ik youth nu ae kehna chahanda hai ki | DEL
ae jeda war on drugs hai ae twaanu | DEL
individually vi fight kaarna paina | DEL
Kaake Sonu oye | DEL
Kaakey gaddi kad oye | DEL
Dekho Madam kuchh milta hai toh | STD
Yehaan toh nahi hai kuchh bhi | STD
Wahaan dekhte hain | STD
Tumne toh kahaa tha abhi koi shift nahi hai | STD
Sirji Ghazipur tohn maal aa gaya | DEL
Sartaj shaayad yehi wo consignment hai | STD
Isi ki details chahiye | STD
Jaisa hi mera phone aaye seedhe baahar aa jaana | STD
light nu kee ho gaya vekh oye | DEL
Kee hoya si | DEL
Pata nahi Down thha | STD
Shit Chalo yehaan se | STD
Sartaj Theek ho tum | STD
Sartaj  Baitho | STD
Tum theek ho | STD
Ik gal dasaan Madamji | DEL
Maine na | STD
Madamji twaadi vargi | DEL
lady nahi vekhi Twaade chaarE paase gandh hai | DEL
nashedi charsi par tussi fer vi ik dum clean | DEL
dignity Main aap o hi taa nahi kar paaya | DEL
Pressure vich aa ke apni duty chadh di | DEL
Par tussi na aisi chapet maari pancho ankhaan kholti | DEL
Achcha chalo ab side ho | STD
Twaanu pata hai sab tohn maadi joon | DEL
life ki worst tragedy hai Madam | STD
kisi apne nu jaande vekhna | DEL
apni akhhan de saamne | DEL
Hor kujj na kar paana | DEL
Bapu taa gaya hi si | DEL
hun je pra jaanda na | DEL
Thodi savdhaani baratne mein aap hi ka faayda hai | STD
kanoon kabhi bhi lagoo ho sakta hai | STD
Apni viraasat hum nahin bechenge Majumdar | STD
Nahin bechna hai to trust bana leejiye | STD
uss mein bhi waqt lagta hai | STD
Baki sab zamindar babu log bhi yahi kar rahe hain | STD
Kya hua | STD
Dr  Guha ko bulvaiye | STD
Apni Pakhi ko baar baar iss haalat mein hum dekh nahin sakte Guha | STD
Dama hai Zamindar Babu | STD
Jaanleva tab hoga jab hum bagal mein na ho | STD
Pakhi bete | STD
Kahan kho gaye the | STD
Tum kab se uthi hui ho | STD
Mujhe uthe to dus minute ho gaye lekin aap to aise ek tak dekhe ja rahe the haath bhi aise | STD
Pankha jhal raha tha buth ki tarah | STD
Abhi kaisa lag raha hai | STD
Achcha lag raha hai | STD
Laga kya | STD
Maine tumhe kabhi bheel raja ki kahani sunayi hai | STD
Bahut pahle bheelon ka ek raja hota tha | STD
bahut taakatvar | STD
koi usse maar nahin sakta tha | STD
Sab darrte the usse | STD
sainkdon baar angrezon ne inke jungalon mein dhava bola | STD
usse hazaaron teer maare | STD
talwaar se kaata  | STD
lekin vah marre hi na | STD
phir unko pata chala | STD
ki iss bheel raja ne apni jaan ek tote mein rakh chhodi hai | STD
ab lakhon tote jungle mein | STD
kaise dhoonde iski jaan kiss tote mein hai | STD
To unhone ek jasoos bheja | STD
Ek sundar sa jasoos | STD
bheel uske pyaar mein padh gaya aur shaadi kar li | STD
ek din uss jasoos ne bhaanp liya ki kiss tote mein bheel raja ne apni jaan daal rakhi hai | STD
phir aav dekha na taav  yoon pakda tote ko aur | STD
Phir | STD
Phir vah marr gaya | STD
Beta mera tota aap ho | STD
aur aap ko agar kuch ho gaya na  to main marr jaoonga | STD
Manikpur mein bhi bijli aa gayee | STD
Aur rukegi kab tak | STD
Matlab | STD
Sadak ka baanya taraf pakad kar chaliye | STD
dheema chaliye | STD
bhida gaya to samasya ho jaayegi | STD
Bhida gaya to aapne bhidaaya | STD
nahin bhida to hum chala rahe the | STD
Arre dekh ke | STD
naukri se barkhast karvaayengi humko | HUM
Pakhi Di | STD
Kahan gaya | STD
Yamraaj ke dvaare gaya aur kahan jaayega | STD
Paapad ban gaya hoga usska aur kya | STD
Galti hamaari thi bhaiya | STD
hum hi bhidaaye | STD
Didi to bas handle thaame thi | STD
Tum kya kar rahi ho | STD
Doctor chacha aa rahe hain | STD
Bete aap log ghar jaao | STD
usse kuch nahin hua hai | STD
theek ho jaayega | STD
Tincher iodine charcharaayega | STD
Bechaara | STD
Sarakiye | HUM
Kaahe | EUP
Ek to bechaare motorcycle vaale ko naale mein dhakelte ho | STD
gaadi chalaana nahin aata aur poochte ho kaahe | EUP
Hum dhakele | EUP
Nahin to kya hum | STD
Aayiye | STD
Aap baar baar mazaak samajh kar taal dete hain | STD
Zamindari unmoolan ka kanoon aaj  kal  kabhi bhi lagoo ho gaya to daanye haath ko baanya bhi nahin milaga malne ke liye | STD
Kya kharaabi aa gayee thi uss mein | STD
Iska paleeta udd gaya tha | STD
kissi ne bahut bandbujh kiya hai iske saath | STD
andar hota hai jisse roshni hoti hai | STD
Bijli se nahin hoti roshni | STD
Bijli se paleeta jalta hai jisse roshni hoti hai | STD
Hahn  pata hai | STD
vah jo bhi hota hai | STD
poori haveli mein lagvaana hai | STD
jo bhi kharcha aayega Majumdar sahab ko di deejiyega | STD
Aur vah kya bola tha  Paleeta ka doosra naam | STD
Aap zara bhi gambhir nahin hai | STD
aapko samajh mein nahin aa raha ha ki kuch nahin bachega aapke paas adhiniyam lagoo ho gaya to | STD
Ye kanoon kabhi nahin lagoo hoga | STD
Hoga | STD
Sarkar mein na to maharaajein baithe hain na zamindar | STD
jo aapki vakaalat karenge | STD
Vah jog baithe hain jinki aankh mein tabhi se kirkiri hai jab vah aapke neeche paida hue | STD
yah log prajatantra ke naye zamindar hain | STD
Pandrah acre zameen se ek dhela zyaada nahin rakhne denge aapko | STD
Koi baat nahin | STD
pandrah acre hi sahi | STD
Aur kamaai kahan se aayegi | STD
Pandrah acre ka to lagaan aayega | STD
Zamindar khatam lagaan hazam Babuji | STD
khud hi khet jotna padega aur agar jutvaaoge to tankhwa deni padegi | STD
Hamaare baba hamesha aapas mein bahas kyon karte hain | STD
Pata nahin mere baba ko lagta hai Zamindar Babu samajhte nahin hain | STD
aur Zamindar Babu ko lagta hai mere baba aise hi bakte rahte hain | STD
Kya bakte hain | STD
Udhar | STD
Kahiye | STD
Mera naam Varun Shrivastav hai | STD
Kaun jagah se padhaar rahe hain | STD
Yahin rukiye  | STD
Dilli ke aajal savediya se aaye hain | STD
Kahan se | STD
Angrezi jagah hai | STD
Archaeologist hai | STD
hamaari mandir ki zameen ke chaaron taraf khudai karna chahte hain | STD
kahta hai koi puraani civilisation dabi padi hai | STD
hamaari zameen ke neeche | STD
Raat ko khaane pe aa raha hai | STD
khud hi pooch lena | STD
Peeche mat dekhna | STD
Jis gaadi se aaj aapki takkar hui usse chalaane vaale ka naam Babu Singh tha | STD
Ji | STD
aur aapka naam kya hai | STD
Zyaada hoshiyar banne ki koshish mat karo kyonki tum ho nahin | STD
Ji aap un dono mein se kaun vaali hain | STD
Ye hamari beti hai Pakhi | STD
Ji | STD
Aur Pakhi bete  ye hai vah gentleman jinke baare mein | STD
Namaste | STD
Likhna chahti hai hamari beti | STD
vaise  likhti burra nahin hai | STD
hamari library ki har kitaab par apna naam likh rakha hai | STD
Baba Hum achcha likhte hain | STD
kaafi kam bolti hain aap Pakhi ji | STD
Ji | STD
Archaeologists mujhe hamesha lagta tha ki koi umradaraaj puraane jang lage log hote honge | STD
jo makdee ke jhalon mein apni jeevika dhondte hain | STD
Shayad isiliye hamaare department ko puraatan vibhaag kaha jaata hai | STD
Rah kahan rahe ho tum | STD
Circuit house mein | STD
mandir ke paas hai | STD
Yah apna maatha kahan phod liya | STD
Meri motorcycle ki ek gaadi se mutbhed huyi thi | STD
Manikpur mein | STD
Ji | STD
Kaun chala raha tha | STD
Main hi chala raha tha | STD
Dono ek saath chalaaoge to phir mutbhed to hogi hi | STD
Main motorcycle chala raha tha | STD
Aur gaadi pata nahin  koi nauseekhiya chala raha tha | STD
itni chaudi sadak par ek itni si motorcycle | STD
phir bhi ussi mein bhidaane ja raha tha | STD
inn andhe nauseekhiya ko gaadi kyon koi chalaane deta hai meri samajh mein nahin aata | STD
Jaldi thanda paani layiye | STD
Shukra hai tum iski coffee ke neeche aaye kyonki vah gaadi jisse tum bhide the agar ye chala rahi hoti to phir shayad haath bacha hi nahin hota jalne ke liye | STD
Ek baar baitha tha main is nauseekhiya ke bagal mein | STD
hum log bazaar ki taraf gaye | STD
jaisa hamesha hota hai  hamaari gaadi dekhte hi log jhuk ke pranaam karne lag gaye | STD
Unko dekh kar hamaari Pakhi bhi jhuk jhuk ke jawaab dene lagi | STD
aur gaadi seedha aata chakki mein | STD
Kaali gaadi safed vaapas aa gayee | STD
Agli baar baithna seedha khaai mein le jaakar utaaroongi | STD
saari Zamindari bhool jaaoge | STD
Sarkar ne aapko pata hai na Zamindar unmoolan aayog baithaaya hai | STD
kabhi bhi kanoon lagoo ho sakta hai | STD
Matlab | STD
Kanoon ban gaya to Zamindaron ka sab kuch rashtriya khazaanon mein chala jaayega | STD
Is se pahle ki sab jabt ho jaaye agar aap apni viraasat bechna chahe to main aise kuch khareedaar jaanta hoon  Jinse aksar hamaare department ka kaam chalta hai | STD
achchi keemat bhi dete hain aur moonh bhi band rakhte hain | STD
Kai dinon tak chulha roya  chhaki rahi udaas | STD
kai dinon tak kaani kuttiya soi unke paas | STD
kai dinon tak lagi bheet par chhipkaliyon ki gasht | STD
kai dinon tak choohon ki bhi haalat rahi shikast | STD
Daane aaye ghar ke andar kayi dinon ke baad | STD
dhuan utha aangan se oopar kayi dinon ke baad | STD
chamak uthi ghar bhar ki aankhen kai dinon ke baad | STD
kauve ne khujlaayi pankhen kayi dinon ke baad | STD
Baba Nagarjun asli naam Vaidhnath Mishra | STD
Mere nanihaal Darbhanga ke rahne vaale the | STD
Tumne kya bataya tha  kahaan rah rahe ho tum | STD
Aapne kaafi asar jamaya hai Varun Babu | STD
uss badboodaar circuit house ki jagah ye shaandaar haveli | STD
Ye jagah paanch sau saalon se vaisi ki vaisi hi hai | STD
Na to humne kissi ko yahaan kuch banaane diya hai na bigaadne | STD
Jo saaf safaai hoti rahi hai vah Majumdar sahab ke saamne hoti hai  aur inke pahle inke Pitaji ki dekhrekh mein hoti thi | STD
Aur ye Kali ki murti Roychowdhury khaandaan ki dharohar hai | STD
kam se kam teen sau saal puraani hai | STD
Main dekh sakta hoon | STD
Kuch samajh mein aa raha hai Debdas Mukherjee | STD
Sab kuch samajh mein aa raha hai | STD
mere Ma Babuji aise hi baat karte hain | STD
Bangali seekh lo  abhi nahin to kabhi na kabhi seekhna padega | STD
Baazi dekhi hai tumne | STD
Dekhi chahiye tumhe | STD
isse kahte hai picture | STD
Dev Anand number ek ka juaari hai iss mein | STD
Aur kya hota hai  ek samay aisa aata hai ki usse chunna hai | STD
Bahut saara paisa aur uski bahan ki zindagi | STD
ya sab kuchh chhod de sirf pyar ke liye | STD
dekhna chahiye kya karta hai vah | STD
aur kya ladta hai | STD
aisa khada hokar | STD
Saamne se jitne chaahe lampat aa jaaye  majaal hai ki uske baalon ka style bigad jaaye | STD
Aur iss picture ka nirdeshak naya aadmi hai koi Guru Dutt | STD
naam suna hai | STD
Nahin | STD
Sunoge ek din har koi sunega | STD
Yah dono mandir ke beech ki jo jagah hai hum yahaan khudaai karenge | STD
Idhar hamaara camp lagega | STD
Aur kuch mazdooron ki zaroorat padegi hamein | STD
milenge | STD
Aap logon ko yahaan khudaai karni hai | STD
kya karna hai | STD
Khudaai | STD
Phir savaal ye hai ki aapko khodna aata hai | STD
Sahib  yah kudaal kaahe ke liye laaye hain | EUP
khodne ke liye hi to laaye | STD
Hum khod kyon rahe hain | STD
Hum khod rahe hain kyonki zameen hai usse khodte hain | STD
Matlab andar kuchau dabal hai ki bas gadhha banana hai | EUP
Andar hi to hai jo hai baahar to sirf | STD
Vah bhai mujhe nahin pata | STD
bade saahab ko pata hai | STD
Ye theek hai | STD
Sab bahut khush hai | STD
Sab nahin | STD
Yah bageecha bhi le jaayenge | STD
Hahn | STD
Lekin le jaake karenge kya | STD
Baant denge gaon vaalon mein | STD
sab muft ke aam khaayenge | STD
Ustad Allahrakha tabla baja rahe hain pet mein maare gud gud ke haalat kharab hai | STD
Pahli rohu jab tak kaanta nahin kaategi tabla bajta rahega | STD
parampara janaab | STD
Tab tak to Vilayat Khan bhi bajaana shuru kar denge | STD
Zamindari hamari khatam hui hai  machliyan kyon maatam mana rahi hai | STD
itna hi dukh hai unko to Baba ke kaante par jaan kyon nahin de deti | STD
Galat jagah ja rahe ho Varun babu | STD
Tum paagal ho gayee ho | STD
main to aise hi dekh rahi thi udhar | STD
Aise kaise dekh rahi thi mujhe bhi dikh raha hai | STD
Kaise dekh rahi thi | STD
Vaise  jaise dekha jaata hai  tab jab ho jaata hai | STD
Kya ho jaata hai | STD
Tumhaare bhookh ke kaaran dimaag bhi chhutti par chala gaya hai | STD
Naaraaz kyon ho rahe ho | STD
Tum jo paka rahe ho | STD
main to bas un khayali pulao mein dam bhar raha hoon | STD
Kuch nahin paka rahi hoon main | STD
Mahine ke aakhir mein aap bhi | STD
chhod ke chale jaaoge Varun Babu | STD
Main aur mere tote ke alaava koi saath nahin rahne vaala | STD
Bhaiya ye chitrakaari aapke bas ki baat nahin hai | STD
na to aap raja ho na Ravi Varma ho | STD
yah rang holi ke liye bacha kar rakho | STD
canvas par kyon barbaad karte ho | STD
Beta Debdas ek din jab masterpiece banaoonga na tab dekhna | STD
Masterpiece to baad mein banega pehle uspe koi rang to daalne ki himakat karo | STD
canvas hai khaa nahi jayega | STD
Mujhe painting seekhni hai | STD
Abhi achaanak ye painting ka bhoot kahaan se savar ho gaya | STD
Achaanak nahin savar hua hai | STD
Bachpan se savar hai | STD
aap hi to dikhaate rahte ho | STD
kitni baar kaha hai maine  mujhe bhi karni hai painting | STD
Tumne kabhi nahin kaha | STD
Kaha tha | STD
aap kabhi sunte hi | STD
kahaan ho jab main kuch kahti hoon | STD
Bol do Majumdar ko | STD
dhoond laayega kissi ko | STD
Devyani ko bhi pooch lo | STD
Usse khaana banaane ki alaava kuch nahin jaanna seekhna hai | STD
Aur baahar kissi ko dhoondne ki kya zaroorat hai | STD
apne Varun babu kaafi achche chitrakaar hai | STD
Hamein pata hai aap kaafi vyast ho apni khojbeen mein | STD
phir bhi  agar ek do ghante nikaal lete to | STD
Ye bhi seekh legi aapse | STD
khush ho jaayegi | STD
Aur humko bhi pta chal jaayegi iski chitrakaari | STD
aur isse bhi | STD
Apni chai to khatam karte jaao | STD
Tumne kabhi deewal bhi rangi hai | STD
Uss canvas ko bas ghoorte hue hi dekha hai tumhe | STD
khudai se putaai tak ek hafte mein | STD
aapki raftaar kabile tareef hai Varun Babu | STD
Master Moshai Badi kahte hai isse | STD
Toh | STD
Bas bata raha hoon | STD
vaise Pakhi ko padhaane tumse pahle koi master moshai kabhi nahin aaye | STD
vah gayee thi unke paas Shantiniketan mein padhne | STD
Tumko bahut pata hai | STD
Sherlok Holmes ki aulaad ho tum | STD
baahar chowk ke baniye se poochtach karke aaye ho | STD
Ye tumko bhi pata hai aur humko bhi ki ye poori kasrat kyon ho rahi hai | STD
bholapan apna usko dikhaana jo tumhaare pyar mein podhti ja rahi hai | STD
mujhe nahin | STD
aur jab Bajpai uncle aayenge to unko samjhaana ki kyon painting sikha rahe the | STD
Jo jo aap mangaaye rahe Varun babu sab to nahin mila | STD
baaki sab paint  brush  keen laaye hain | STD
Kaisi lag rahi hoon | STD
Bahut sundar | STD
ab jaao | STD
Dhakka kyon de rahi ho | STD
Ab kya | STD
Agar kuch nahin hua to | STD
Matlab | STD
Agar unka pahle se hi koi ho to | STD
Unse baat nahin karogi to pata kaise chalega hai ya nahin | STD
Ab jaao | STD
Pahle kabhi koshish ki hai | STD
Mera matlab jab Shantiniketan mein padhti thi  kuch to seekha hoga | STD
Aapko pata hai main Shantiniketan mein padhi hoon | STD
Nahin matlab Zamindar babu ki beti ho na | STD
Thoda bahut seekha hai | STD
Mujhse kya seekhna chahti ho | STD
Aap bataao | STD
Landscapes se kyon na shuru kare | STD
nature ko canvas par utaarna aasaan hai | STD
haath bhi sadh jaayega  phir dheere dheere | STD
Nahin | STD
humko seb aur aam banaane ke baad sabse pahle landscapes hi sikhaya tha | STD
bahut aasaan hai | STD
hum portraits kyon nahin seekh sakte | STD
Aapko bharosa nahin hai maine landscapes pahle kiya hai | STD
dikhaoon | STD
Pakhi begins to draw on the easel with ease | STD
Yah mandir ke bagal mein jo khaadi shuru hoti hai | STD
dekhi hai na aapne | STD
Ye to bilkul Tumko to pata hai | STD
Mujhe bas pattiyan banana nahin aata | STD
hamesha galat banaati hoon | STD
Pattiyan Bahut aasaan hai banaani | STD
Dikhayiye | STD
Thoda hara lo aur thoda kaala aur | STD
Ye kya hai | STD
Pattiyan | STD
Ye Modern Art mein aise hi pattiyan banti hai | STD
Tum unko sikha rahi ho | STD
Ab class chalte rahne ke liye kissi ko to sikhaana hoga aur kissi ko seekhna | STD
hai ki nahin | STD
Babut badhiya | STD
banne chale rangrez pakde gaye angrez | STD
Kya bola tha maine | STD
unke andar bhi vahi kulbula raha hai jo tumhaare andar se ubal ubal kar baahar aa raha hai | STD
Mai to hamesha se painting seekhna chahta tha | STD
ab mauka mila hai to seekh raha hoon | STD
Achcha banaate hain | STD
Maine banaya hai | STD
Matlab achcha sikhaate hain | STD
Ye kaun sa department hai | STD
Aadesh par sarkaari muhar lagi hai  dekh leejiye | STD
Yah | STD
aapko East India Company ne diya tha hamare Dadaji ko | STD
Do sau saal puraana hai kam se kam | STD
Usse zyaada | STD
Ye kya kar rahe hain aap | STD
Yah hamaare itihaas ki dharohar hai jo sarkaari khaazaane mein jaayegi aur vahaan se shaayad sangrahalaya mein | STD
Yah hamaare Roychowdhury khandaan ki dharohar hai | STD
Ye aap nahin le ja sakte | STD
East India Company ne aapko jo bhi diya tha vah unka nahin tha | STD
unhone churaya tha | STD
agar aap nahin denge to hamein aapko giraftar karke lena padega | STD
Kitni baar kaha aapko  lekin hamesha taal dete the | STD
Abhi bhi waqt hai | STD
vah dobaara aayenge  baar baar aayenge | STD
jo nahin le gaye hain usse bacha lo | STD
Main hamesha itni jaldi mein hoti hoon ki baba mujhe Pakhi express bulaate hain | STD
Kya karna chahti ho tum | STD
Main likhna chahti hoon | STD
mujhe dher saari kitaabein likhni hai | STD
kabhi kabhi sochti hoon yahaan se bhaag jaoon apne Dalhousie vaale ghar mein aur vahaan baith kar likhti rahoon  likhti rahoon | STD
baahar barf girti rahegi aur andar main | STD
Likhti rahogi likhti rahogi  | STD
Bahut sundar jagah hai Dalhousie | STD
aur jab barf padhti hai na  thand mein Bahut mazaa aata hai | STD
Vahaan pe ek raja ka mahal bhi hai na | STD
Hahn  Jandrighat Mahal | STD
Unke Raja ke paas kitna kuch hai  Baba se dus guna zyaada | STD
Aur unke paas ek bahut keemti Ganesh ki puraani murti hai | STD
Sach mein | STD
Hahn | STD
khaalis sone ki Paanch sau saal purani | STD
Tum ye sab jo khudaai dhoondai karte ho tumhe achcha lagta hai | STD
Mujhe yahi hai jo aata hai | STD
Jo karta hoon uske alaava kabhi aur kuch kiya nahin | STD
Agar kabhi mauka mille kuch karne ka to kya karna chahoge | STD
Bataao na | STD
Ek baar marne se pahle Chandratal dekhna chahta hoon | STD
Vah kahan hai | STD
Manali se bahut aage  Himalay ke beechon beech  Neela hara paani | STD
Aur zara si bi awaaz nahin Bilkul bhi nahin | STD
Nahin | STD
Aur | STD
Ek aisa masterpiece paint karna chahta hoon jisse log yaad rakhein | STD
Sach mein | STD
Kissi ko bataana nahin | STD
Aur bataya toh | STD
Aap ko ye khandar  puraani murti  puraane mandir in sab ke ilaava kuch samajh mein nahin aata na | STD
Kya hua | STD
Bahut bahut dhanyavaad karna chahta hoon aapka | STD
Aap mujhe sharminda kar rahe hain | STD
Main kabhi usse akele jaane nahin deta | STD
kab pata daura aa jaaye | STD
vah bol ke thodi na aata hai | STD
saavdhan  main aa raha hoon | STD
Kabhi bhi koi bhi zaroorat pade maang leejiyega  jo chaahe | STD
hum denge hamaara vaada hai | STD
Pakhi achchi ladki hai | STD
Aur jaate jaate tumhe uska dil todna padega | STD
Tum todoge | STD
todna to padega hi na | STD
Usse itne sapne mat bunaane do ki jab tum jaao vah marr hi jaye | STD
Aur agar main ye kahoon ki mujhe Pakhi se vaakai pyar hai to | STD
Pyaar karne ki suvidha aapko nahin hai Shrivastav sahab | STD
Aap pyar mein badkismati ke mulaajim hain | HUM
aapko pyar karna ho to anumati leni padegi | STD
Aur anumati vah kathordil chacha aapko denge nahin | STD
Neeche jaakar ek is taraf seedha khodna hai  doosra theek ulti disha mein | STD
pahle ulti disha mein khodo aur saari saari mitti baahar nikaal kar khaali karo | STD
Memsahib | STD
Aaj aap class mein nahin aaye | STD
Hahn  hamaara kaam khatam hone vaala hai | STD
samay bhi kam bacha hai  isliye | STD
Aap chaho to hum yahaan bhi seekh sakte hain | STD
Nahin    yahaan nahin | STD
Koi baat nahin | STD
to kal aap aayenge na | STD
Kal | STD
Nahin | STD
Parson | STD
Tarson | STD
Narson | STD
Agle hafte | STD
Agle hafte hum vaapas jaa rahe hain | STD
Koi baat hai jo aap kah nahin rahe hain | STD
Kuch galat hua hai humse  Naraaz hain aap | STD
Nahin    Pakhi ji  kaafi kaam hai yahaan | STD
mere log mera moonh dekh rahe hain | STD
Main bhi to vahi kar rahi hoon | STD
Behtar hoga aap jayiye | STD
Behtar hoga aap mar jaayiye | STD
Kam kar len | STD
Tum aisa kyon kar rahe ho mere saath | STD
Kya ho gaya hai aaj tumhe | STD
Hamein kya ho gaya hai | STD
Aapko kya ho gaya hai | STD
Aisa kyon kar rahe hain aap mere saath | STD
Jaise ki aap humse milna hi nahin chahte ho | STD
Hamara koi maayna hai aapki zindagi mein | STD
Kuch mahsoos hota hai aapko hamaare liye | STD
Jo samay humne sang mein bitaaya | STD
Vah Tumhe painting seekhni thi | STD
Aur kya sikhaayi aapne | STD
jab aapko aata hi nahin tha painting karna to kyon hahn kiya aapne | STD
Tabhi mana kar dete | STD
Aur vah raat | STD
Kyon | STD
Aap mujhse pyaar karte hain Varun babu | STD
Mera dil rakhne ke liye hahn bol deejiye | STD
Majdooron ke jaane ke baad hum Iss disha mein mein khodenge | STD
jo mitti yahaan se niklegi vah yahaan jaayegi | STD
teen raaton mein hamein | STD
Vah humse pyaar nahin karte Devi | STD
Vah jhoot bol rahe hain | STD
Itna mat socho | STD
